#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
418326	species	OPISTHOSYLLIS LESLIEHARRISAE	0.0630871973055
650334	species	XIPHOCEPHALUS TRIPLOGEMMATUS	0.0630229160055
449648	species	HEXAGLANDULA CORYNOSOMA	0.0628962405459
324741	species	SATURNISPORA MENDONCAE	0.0627725053698
44754	species	FERVIDOBACTERIUM GONDWANENSE	0.06273357295663
103449	species	VAVRAIA CULICIS	0.0626879678362
35232	family	PLEISTOPHORIDAE	0.0626879678362
35235	genus	VAVRAIA	0.0626879678362
948595	subspecies	VAVRAIA CULICIS SUBSP. FLORIDENSIS	0.0626879678362
13502	species	BRETTANOMYCES NANUS	0.0626632187562
77090	species	POROTERMES SYMBIONT 77090	0.0626521559656
439322	species	GAMBIERDISCUS SP. CARIBAEUS	0.0626186998239
471334	species	MUNNEURYCOPE SP. 2 B17	0.0625025808541
35128	species	THALASSIOSIRA PSEUDONANA	0.0624125728152429
296543	no rank	THALASSIOSIRA PSEUDONANA CCMP1335	0.0624125728152429
35127	genus	THALASSIOSIRA	0.0624125728152429
33847	no rank	THALASSIOSIRALES	0.0624125728152429
33836	class	COSCINODISCOPHYCEAE	0.0624125728152429
33846	no rank	THALASSIOSIROPHYCIDAE	0.0624125728152429
29202	family	THALASSIOSIRACEAE	0.0624125728152429
411579	species	EUPLOTES ELEGANS	0.0623057867004
63121	species	PTYCHODERA FLAVA	0.0621824706154
290070	species	PFIESTERIA LIKE SP. CCMP1838	0.0621796533472
44582	species	PHILODINA ACUTICORNIS	0.0621270899327
113540	species	SCLEROPAGES FORMOSUS	0.0621268633475
27726	genus	SCLEROPAGES	0.0621268633475
555186	species	ANADENOBOLUS ARBOREUS	0.0619553757026
534633	species	ANAGARYPUS HEATWOLEI	0.0614084905593
402892	species	STEPHANONYMPHA NELUMBIUM	0.0613487522639
191563	species	FLAVOBACTERIACEAE BACTERIUM SW084	0.0612328629175
104049	species	NEOTERMES KOSHUNENSIS PARABASALIAN SYMBIONT CLONE NK5	0.0610811938798
162632	species	EIMERIA PAPILLATA	0.0610003687292
723912	species	SIMPLICIMONAS SIMILIS	0.0609208036866
34305	species	LOTUS JAPONICUS	0.0609047002114
630282	subfamily	BATHYGADINAE	0.0608753685664
332421	species	BATHYGADUS ANTRODES	0.0608753685664
332420	genus	BATHYGADUS	0.0608753685664
335266	species	POLYSIPHONIA SP. SNI07	0.0607257199864
371003	species	STAPHYLOCOCCUS SP. E2	0.0607203216371
288549	species	CYLINDROLAIMUS COMMUNIS	0.0606349680434
400247	species	CRYPTOMONAS SP. M2807	0.0605396334616
454136	no rank	PHORMIDIUM AMBIGUUM IAM M 71	0.060535177955
249403	species	DEINOCOCCUS FRIGENS	0.0605208528989
12957	species	ATTA CEPHALOTES	0.0605063078856
289451	species	EOSENTOMON COMMUNIS	0.0604308555124
484789	species	STETHORUS SP. JAR 2007	0.0601104726145
521469	species	BREVIBACILLUS SP. CCBAU 10720	0.0599757428747
215836	species	SULFITOBACTER SP. LM 11	0.0599706877838
881290	no rank	NEMATOCIDA PARISII ERTM1	0.0598832732235
586133	species	NEMATOCIDA PARISII	0.0598832732235
114715	species	UNCULTURED RALSTONIA SP.	0.0598792526702
299571	species	MOUGEOTIA SP. SVCK 193	0.0598262949248
6071	species	SPONGOSORITES GENITRIX	0.0597154954682
5229	species	ATRACTIELLA SOLANI	0.0597046445336
7932	species	MEGALOPS ATLANTICUS	0.0596904584112
1002	species	FLEXIBACTER ROSEOLUS	0.0596140440737
340201	species	PTEROSPORA FLORIDIENSIS	0.0595816967016
433288	species	CLOSTRIDIACEAE BACTERIUM SR021	0.0595440866025
138566	species	HELICOBACTER SP. 'SOLNICK 9A1 T71'	0.05933216476675
634761	species	VIBRIO SP. S C1 13	0.0592855285079
170969	species	UNCULTURED NITROSPIRAE BACTERIUM	0.0592336996057
1155007	species	NEMATOCIDA SP. 1	0.0592288255035
944018	no rank	NEMATOCIDA SP. 1 ERTM2	0.0592288255035
72005	genus	CUORA	0.059090845657
660252	species	PLANOMICROBIUM SP. BJ 42	0.0589999590264
44055	genus	AUREOCOCCUS	0.0589805485385
993383	species	TRACHELIUS OVUM	0.0587791457129
330238	species	PAENIBACILLUS SP. BT 36	0.0585943549008
75736	species	STARMERELLA BOMBICOLA	0.0584636021097
233187	species	CRYPTOMONAS MARSSONII	0.0584330375866
44574	species	NITROSOMONAS COMMUNIS	0.05840157253
251221	no rank	GLOEOBACTER VIOLACEUS PCC 7421	0.0582508573348
994355	species	GLOMEROMYCOTA SP. MIB 8393	0.0581951807009
400656	species	BACILLUS SP. KA 25	0.0581333323559
555165	species	EURHINOCRICUS SP. KMP 2008	0.0580718127717
445492	species	GYMNODINIUM UNCATENATUM	0.0580412703769
200918	phylum	THERMOTOGAE	0.058010933549925
2419	order	THERMOTOGALES	0.058010933549925
188708	class	THERMOTOGAE	0.058010933549925
188709	family	THERMOTOGACEAE	0.058010933549925
4827	order	MUCORALES	0.0577017037037857
451507	subphylum	MUCOROMYCOTINA	0.0577017037037857
1344963	suborder	MUCORINEAE	0.0577017037037857
1344955	family	RHIZOPODACEAE	0.0577017037037857
4842	genus	RHIZOPUS	0.0577017037037857
246409	no rank	RHIZOPUS DELEMAR RA 99 880	0.0577017037037857
936053	species	RHIZOPUS DELEMAR	0.0577017037037857
70229	species	BRUMPTAEMILIUS JUSTINI	0.0576604405177
55528	genus	GUILLARDIA	0.0576374667359833
589342	order	PYRENOMONADALES	0.0576374667359833
905079	no rank	GUILLARDIA THETA CCMP2712	0.0576374667359833
589343	family	GEMINIGERACEAE	0.0576374667359833
553306	species	ALPHA PROTEOBACTERIUM SKUK MB1011	0.0570477650556
185965	species	PRASIOLA JAPONICA	0.05704319282231
238782	species	AULOSPHAERA TRIGONOPA	0.0566695493388
54099	species	MYXOZYMA KLUYVERI	0.0566637047696
309157	species	BACILLUS SP. NHTS 19	0.0566484400377
75688	species	NEPTUNOMONAS NAPHTHOVORANS	0.0565962738524
1003094	species	PODOCYSTIS SPATHULATA	0.0565496745783
73517	species	METSCHNIKOWIA CONTINENTALIS	0.0564100464431
225846	species	BURKHOLDERIA SP. WP26	0.0563722141534
647149	species	BOLEODORUS VOLUTUS	0.0562828289458
50644	species	OECETIS AVARA	0.0561302557762
216134	varietas	EUGLENARIA ANABAENA VAR. MINOR	0.0560104182718
320870	species	ENTEROCOCCUS SP. CD1	0.0559863452144
245179	species	RHOPALODIA GIBBA	0.0559674303772
715000	species	TRIPYLA SP. 2 ZQZ 2010A	0.0559574534013
1428	species	BACILLUS THURINGIENSIS	0.0559111754332
5878	no rank	CILIOPHORA	0.0558921930649
6020	class	OLIGOHYMENOPHOREA	0.0558921930649
431838	subphylum	INTRAMACRONUCLEATA	0.0558921930649
195967	species	CRUSTOMASTIX STIGMATICA	0.055887208906
150045	species	UNCULTURED BACTERIUM TA19	0.0558833557742
5789	order	PHYSARIIDA	0.0557709310682
33680	no rank	MYXOGASTRIA	0.0557709310682
1115744	family	PHYSARACEAE	0.0557709310682
137627	subclass	MYXOGASTROMYCETIDAE	0.0557709310682
5790	genus	PHYSARUM	0.0557709310682
444509	species	UNCULTURED BLASTOCYSTIS	0.0556846434399
571580	species	ASCOMYCOTA SP. MV24	0.0556482524968
202686	species	NEMALIONOPSIS SHAWII	0.0555868643718
181052	species	ERYNIA RHIZOSPORA	0.0555335630556
152650	species	ASCOLACICOLA AUSTRIACA	0.0555055841293
37635	species	PLANCTOMYCES SP.	0.0554682269431
154612	species	DOTO PINNATIFIDA	0.0554488152968
291758	species	HALOMONAS SP. SA HM1	0.0554256033196
1622	species	LACTOBACILLUS MURINUS	0.0553997852428
311325	species	BACILLUS SP. NHTS 19A	0.0553932601174
444233	species	VIBRIO SP. GAS2	0.0553296081452
310805	species	CERCOMONAS AGILIS	0.055288739237
1176355	species	HAMILTOSPORIDIUM TVAERMINNENSIS	0.055255263908
1176354	genus	HAMILTOSPORIDIUM	0.055255263908
657448	no rank	HAMILTOSPORIDIUM TVAERMINNENSIS OER 3 3	0.055255263908
103457	family	DUBOSQIIDAE	0.055255263908
64107	genus	ZEUS	0.055133712766
64108	species	ZEUS FABER	0.055133712766
7907	species	ACIPENSER BREVIROSTRUM	0.05491551410713
569955	species	FLABELLULIDAE SP. NETC3/I	0.0548836505506
657277	species	TETRATRICHOMONAS SP. LP	0.0548579140223
52554	species	SYNURA MAMMILLOSA	0.0548304677011
86638	species	LEPOCINCLIS OVUM	0.0547603509973
71588	species	DILEPTUS SP.	0.0546984646502
522690	species	UNCULTURED CAEDIBACTER SP.	0.0546264462843
70432	species	METACHROMADORA SP.	0.0546042988915
119562	species	SYLVICAPRA GRIMMIA	0.054574415476
119561	genus	SYLVICAPRA	0.054574415476
9952	subfamily	CEPHALOPHINAE	0.054574415476
2836	phylum	BACILLARIOPHYTA	0.0545714465924625
85696	species	MONOTRICHOMONAS CARABINA	0.0545642785809
30636	genus	NANNOSPALAX	0.0545076180454
10061	subfamily	SPALACINAE	0.0545076180454
191382	species	NANNOSPALAX GOLANI	0.0545076180454
337664	family	SPALACIDAE	0.0545076180454
5938	species	EUPLOTES RAIKOVI	0.0544004267975
1055687	no rank	TRYPANOSOMA VIVAX Y486	0.0543661670786667
5699	species	TRYPANOSOMA VIVAX	0.0543661670786667
47571	subgenus	DUTTONELLA	0.0543661670786667
76123	species	PREVOTELLA ENOECA	0.0542859850661
1390	species	BACILLUS AMYLOLIQUEFACIENS	0.0542631284642
412054	species	UNCULTURED GEMMATIMONADALES BACTERIUM	0.0540157265876
76019	species	STRONGWELLSEA CASTRANS	0.0539840693986
112170	species	CYRTOSIA SEPTENTRIONALIS	0.0539056421196
181051	species	ERYNIA CONICA	0.0539014536678
411052	species	VELIIDAE SP. QX 2006	0.0538987300448
941408	species	UNCULTURED RHIZOPHYDIACEAE	0.0538514132306
535069	species	AFROSTERNOPHORUS SP. JM 2008	0.0534477811107
6277	species	ACANTHOCHEILONEMA VITEAE	0.0533203137355
78765	species	ERIAXIS RIGIDA	0.0532769821663
144034	species	POGONOMYRMEX BARBATUS	0.0531656496467
299892	species	HETEROPHRYS SP. OXFORD1	0.0530619362434
349299	species	MACRORHABDUS ORNITHOGASTER	0.0530426785224
38223	species	NEUWIEDIA VERATRIFOLIA	0.0529407315457
523594	species	SPHINGOMONAS SP. MOLA 41	0.0529353074795
60430	species	TRIGONOBALANUS VERTICILLATA	0.0528842087555
431581	species	PINNULARIA VIRIDIFORMIS	0.0528209216299
3043	family	DUNALIELLACEAE	0.052574429453
3044	genus	DUNALIELLA	0.052574429453
209636	species	COLACONEMA PROSKAUERI	0.052504235432
268567	species	DICHOTOMARIA MARGINATA	0.0523981649416
5965	species	METOPUS PALAEFORMIS	0.0523788894718
535190	species	PSEUDOTYRANNOCHTHONIUS SP. AUSTRALIA	0.0523056969185
570260	species	STENOSTOMUM SPHAGNETORUM	0.0521535680415
442525	species	RHODOSPIRILLUM SULFUREXIGENS	0.052117162293
110441	species	AMERICAMYSIS BAHIA	0.0518579610997
298633	species	BACTERIUM SM9 19	0.0518024846113
165263	no rank	BUCHNERA APHIDICOLA YAMATOCALLIS HIRAYAMAE	0.0517586535988
238901	species	CHLAMYDODON EXCOCELLATUS	0.05161568385175
28898	species	CAMPYLOBACTER HELVETICUS	0.0514894613728
50155	species	OMBROPHYTUM SUBTERRANEUM	0.0514603151325
339722	species	DESULFOVERMICULUS HALOPHILUS	0.0513891445752
133539	species	NITROSOCOCCUS HALOPHILUS	0.0511647005634
55497	species	THALASSIA TESTUDINUM	0.0510955317508
265558	species	GUINARDIA SOLSTHERFOTHII	0.0510580062179
121240	species	EUKARYOTE CLONE OLI11041	0.0510031305083
573256	species	CLOSTRIDIUM SP. AG07 9	0.0508356358308
189667	species	UNCULTURED AEROCOCCUS SP.	0.0507955590482
376934	species	PSEUDOMONAS SP. AM10	0.0507820955712
669874	no rank	PACHYSOLEN TANNOPHILUS NRRL Y 2460	0.0505812940576667
4918	species	PACHYSOLEN TANNOPHILUS	0.0505812940576667
4917	genus	PACHYSOLEN	0.0505812940576667
119074	species	CAPSALA MARTINIERI	0.0503438620013
255026	species	LACTOBACILLUS SP. RA2113	0.050230238222
50121	species	CORYNAEA CRASSA	0.0502121515848
595211	species	PODOGLYPHIULUS SP. QY 2009	0.050193244217
117214	species	BENEDENIA SP. DTJL	0.0501220059831
541029	species	CHIROSTYLUS NOVAECALEDONIAE	0.05005686632405
224388	species	BANGIA SP. STRAIN BHH673	0.0499800407609
182243	species	DIPLONEMA AMBULATOR	0.0499653904498
555313	species	PHOCAEICOLA ABSCESSUS	0.0499616228687
8976	order	GALLIFORMES	0.04984550311755
9005	family	PHASIANIDAE	0.04984550311755
9030	genus	GALLUS	0.04984550311755
9072	subfamily	PHASIANINAE	0.04984550311755
9031	species	GALLUS GALLUS	0.04984550311755
293868	species	PARAMPHIDELUS HORTENSIS	0.0497467261273
70237	species	PARATRICHODORUS ANEMONES	0.0495432264196
143309	genus	SAURIDA	0.0494359522334
143315	species	SAURIDA UNDOSQUAMIS	0.0494359522334
225164	species	LOTTIA GIGANTEA	0.0493036896426857
216260	superfamily	LOTTIOIDEA	0.0493036896426857
72691	genus	LOTTIA	0.0493036896426857
69676	family	LOTTIIDAE	0.0493036896426857
69675	no rank	PATELLOGASTROPODA	0.0493036896426857
6447	phylum	MOLLUSCA	0.0493036896426857
6448	class	GASTROPODA	0.0493036896426857
177373	species	BALLIOPSIS PRIEURII	0.0492812946161
5963	species	STENTOR COERULEUS	0.049166218608
13792	order	MAMIELLALES	0.0490603320106667
3152	class	PRASINOPHYCEAE	0.0490603320106667
1035538	class	MAMIELLOPHYCEAE	0.0490603320106667
47071	species	BLACKFORDIA VIRGINICA	0.0489486306163
36659	species	VOLVARIELLA VOLVACEA	0.0489456874081
647914	species	PRINTZINA BOSSEAE	0.0489408675515
188044	species	OTOCELIS SANDARA	0.0489093692471
484777	species	EPILACHNA SP. JAR 2007	0.0488428797897
422441	species	STENOXYBACTER ACETIVORANS	0.0487898997761
78980	species	UNCULTURED BACTERIUM SJA 170	0.0487432921634
188705	species	ENTEROMYXUM SCOPHTHALMI	0.04872914397707
328004	species	GAMMA PROTEOBACTERIUM NEP4	0.0486693039857
99746	species	PROSTHODENDRIUM LONGIFORME	0.0485794038515
253303	species	TRICLADIUM CHAETOCLADIUM	0.048542836479
35780	species	CANDIDATUS PHYTOPLASMA FRAXINI	0.0485016813733
151742	species	UNCULTURED MARINE ALVEOLATE GROUP I DH147 EKD18	0.0483805778884
52288	species	PLASMODIUM INUI	0.0483766604147
216798	species	PLANOTHIDIUM LANCEOLATUM	0.0483095996372
322489	species	SPHAEROPSOCIDAE SP. B1642	0.0481808999963
125904	species	ACANTHOTAENIA SP. KBD1	0.0481454311914
109271	species	OSTEOGLOSSUM BICIRRHOSUM	0.0480895190617
27724	genus	OSTEOGLOSSUM	0.0480895190617
932985	species	ASPERTHORAX COMMUNIS	0.0480739174296
356578	species	HALOSPHAERIACEAE SP. IT200	0.0479293951714
5155	species	CORNUVESICA FALCATA	0.0478960352588
33182	species	MALBRANCHEA GYPSEA	0.0478352547513
188025	species	APHANOSTOMA SANGUINEUM	0.0478301142878
971279	species	PALAEOCOCCUS PACIFICUS	0.0476196212183333
83867	genus	PALAEOCOCCUS	0.0476196212183333
1343739	no rank	PALAEOCOCCUS PACIFICUS DY20341	0.0476196212183333
2259	family	THERMOCOCCACEAE	0.0476176107223333
2258	order	THERMOCOCCALES	0.0476176107223333
183968	class	THERMOCOCCI	0.0476176107223333
693871	species	BOVERIA SUBCYLINDRICA	0.0475558359281
560194	species	APHELENCHOIDES CF. BICAUDATUS MHMH 2008	0.0474805676362
284837	species	MUCUS BACTERIUM 111	0.0474759592134
641955	species	GAMBIERDISCUS SP. C 1	0.0473863364051
44202	species	CHRYSOGORGIA CHRYSEIS	0.0472765076071
279855	species	BACTEROIDETES BACTERIUM MO48	0.0472395887827
354178	species	METHYLOBACTERIUM SP. ZF IVRHT11	0.047159344862
236581	species	SCHISTOMYSIS SPIRITUS	0.0470115439594
697873	species	BERGEYELLA SP. 405	0.0469671725265
627507	species	STREPTOMYCES SP. DA07114	0.0469545209396
190012	species	CHINABERRY YELLOWS PHYTOPLASMA	0.0468658694553
42620	genus	CHILODUS	0.0467769907803333
42619	family	CHILODONTIDAE	0.0467769907803333
303996	species	CHILODUS PUNCTATUS	0.0467769907803333
411803	species	DOLICHODORUS SP. WY 2006	0.0463864353546
201731	species	ALEXANDRIUM TAMIYAVANICHI	0.0462787636085
675578	species	LOPHOCLADIA SP. DCOD 2009A	0.0461262442026
349819	species	LYSOBACTER SP. 3070	0.0460189556098
768839	species	LOXOMITRA TETRAORGANON	0.0460114764132
105064	species	UNCULTURED SPONGE SYMBIONT PAUC43F	0.0458635979866
52679	species	CYLINDROCAPSA GEMINELLA	0.0457391853572
145673	species	BENTINCKIA NICOBARICA	0.0456644853806
519766	species	PAENIBACILLUS SP. 22 8	0.0456196082242
101486	species	PHYLLACHORA GRAMINIS	0.0455328735176
580836	species	RHIZOBIUM SP. CS217	0.0453963313658
694136	species	RUMEN BACTERIUM ENRICHMENT CULTURE CLONE RDX5B6	0.0452215180874
226519	species	NETRIUM OBLONGUM	0.045098054665
374655	species	HANSSCHLEGELIA PLANTIPHILA	0.0450254591447
675637	species	ALATINA MORDENS	0.0450093206545
116849	species	AZOMONAS AGILIS	0.044995341929
69293	species	GASTEROSTEUS ACULEATUS	0.04495672160405
69290	no rank	GASTEROSTEIFORMES/SYNGNATHIFORMES GROUP	0.04495672160405
69291	family	GASTEROSTEIDAE	0.04495672160405
69292	genus	GASTEROSTEUS	0.04495672160405
129911	order	GASTEROSTEIFORMES	0.04495672160405
5052	genus	ASPERGILLUS	0.0448880241413
1131492	family	ASPERGILLACEAE	0.0448880241413
371682	species	SKELETONEMA ARDENS	0.0448208445974
271309	species	CANDIDA SP. BG02 7 15 015A 2 1	0.0447819838231
1128122	no rank	CYBERLINDNERA JADINII NBRC 0988	0.04461445286
604195	genus	CYBERLINDNERA	0.04461445286
4903	species	CYBERLINDNERA JADINII	0.04461445286
44991	species	VEITCHIA SESSILIFOLIA	0.044586827119
219740	species	PSYCHROBACTER HALOPHILUS	0.0445673645087
370804	species	UNCULTURED PREVOTELLACEAE BACTERIUM	0.0445586568789
207238	species	AEGIALIA CRASSA	0.0445110170198
182747	species	MUSCULISTA SENHOUSIA	0.0444435594802
592036	species	NUCLEOTAENIUM EIFELENSE	0.0444037472791
196820	species	DYSIDEA AVARA	0.0441789924334
95536	species	SCOLELEPIS SQUAMATA	0.0440638131385
10237	species	MONILIFORMIS MONILIFORMIS	0.0440443152811
538520	species	PSEUDOAMPHISIELLA ELONGATA	0.0438423199158
660236	species	BREVUNDIMONAS SP. BJ 22	0.0437912962875
2109	species	MYCOPLASMA SYNOVIAE	0.0437805931158
708296	species	LINOPODES SP. AMUENV071	0.0437297048706
2107	species	MYCOPLASMA PULMONIS	0.0436731684783
3554	genus	BETA	0.043671234404
161934	species	BETA VULGARIS	0.043671234404
3555	subspecies	BETA VULGARIS SUBSP. VULGARIS	0.043671234404
186625	no rank	CLUPEOCEPHALA	0.0436712036852
244584	species	MYCOPLASMA TESTUDINEUM	0.0436534455702
9088	species	CHRYSOLOPHUS AMHERSTIAE	0.0434601451396
232606	species	SANGUINICOLA CF. INERMIS	0.043455522972
420358	species	LABYRINTHULA SP. L96 2	0.043405844886
53541	subgenus	STEGOMYIA	0.043384981714475
1056966	tribe	AEDINI	0.043384981714475
7158	genus	AEDES	0.043384981714475
396036	species	UNCULTURED FIBROBACTERALES BACTERIUM	0.0432563926861
254246	species	AQUICELLA LUSITANA	0.0430979680616
173823	species	SIALIS HAMATA	0.0430617536005
216963	species	SPIROPLASMA SP. TIUS 1	0.0429977077398
2728	species	CANDIDATUS LEGIONELLA JEONII	0.0429692577566
112829	species	LACISTEMA AGGREGATUM	0.04293360248749
412679	species	GLOMUS SP. NBR PP1	0.0428764125474
4953	genus	ZYGOSACCHAROMYCES	0.0428507698146667
559307	no rank	ZYGOSACCHAROMYCES ROUXII CBS 732	0.0428507698146667
149017	species	ARCANOBACTERIUM HIPPOCOLEAE	0.0426788653398
94211	species	POLYCEPHALOMYCES RAMOSOPULVINATUS	0.0425585395561
100884	species	COPROBACILLUS CATENIFORMIS	0.0425481557835
102316	species	EXCELLICHLAMYS SPECTABILIS	0.0425081932237
414474	species	BACTERIUM 75C4	0.0424353249616
216767	species	LEPTOCYLINDRUS MINIMUS	0.0424006969557
13476	genus	CYPRINELLA	0.0422849539396
712717	species	TREPONEMA SP. ORAL TAXON 228	0.0422544449025
1220535	species	ALPHA PROTEOBACTERIUM IMCC14465	0.0422421274505
297433	species	TRISACCOPHARYNX WESTBLADI	0.0421739897159
13477	species	CYPRINELLA SPILOPTERA	0.0421662494715
161226	species	EUGLENA POLYMORPHA	0.0421646157888
1434100	species	METHANOSARCINA SP. MTP4	0.0421492073836
560175	species	SYRINGOLAIMUS SP. 1060	0.0419879213093
150436	species	PANULIRUS VERSICOLOR	0.041898313532
88742	species	RUSAVSKIA ELEGANS	0.0418963400783
402891	species	GASTROCIRRHUS MONILIFER	0.0418541096927
290128	species	DIPLOGASTERID SP. JH 2004	0.0418491734581
235267	species	PROROCENTRUM BELIZEANUM	0.0418244408743
60478	species	SHEWANELLA AMAZONENSIS	0.041810019955
290124	species	ROTYLENCHUS SP. JH 2004	0.0417675974473
420573	species	CHRYSOCAPSA SP. UTCC280	0.0416158278751
181983	species	CHROMOSERA CYANOPHYLLA	0.0415767492525
339819	species	EUCAMPSIPODA INERMIS	0.0415583970233
687932	species	BACILLUS SP. DIT 16	0.0415572240259
13641	genus	POLYSPHONDYLIUM	0.0415384397953333
13642	species	POLYSPHONDYLIUM PALLIDUM	0.0415384397953333
670386	no rank	POLYSPHONDYLIUM PALLIDUM PN500	0.0415384397953333
40981	species	DICTYOCHLOROPSIS RETICULATA	0.0415229267449
241431	no rank	STARRIA ZIMBABWEENSIS SAG 74.90	0.0414997934051
3032	species	HANUSIA PHI	0.0414547857437
101542	species	UNCULTURED EPSILON PROTEOBACTERIUM 1021	0.0414490533149
563075	species	PARATETRAHYMENA SP. JJG 2008	0.0412782987243
198727	species	WEEPING TEA TREE WITCHES' BROOM PHYTOPLASMA	0.0412555881986
1206378	species	OCTOSPORELLA ERYTHROSTIGMA	0.0412358088331
1001995	species	TRITIRACHIUM SP. IHEM4247	0.0412096583558
206685	species	THYONELLA GEMMATA	0.0412073479041
54799	species	CYCAS TAITUNGENSIS	0.0411596709132
3395	genus	CYCAS	0.0411596709132
3394	family	CYCADACEAE	0.0411596709132
1445963	subclass	CYCADIDAE	0.0411596709132
3297	order	CYCADALES	0.0411596709132
46168	species	CANDIDA TSUCHIYAE	0.0410471631103
466607	species	LITHOPHYLLUM STICTAEFORME	0.0408867277718
432713	species	DISCOLOMATIDAE SP. UPOL 002070	0.0408150715234
176979	species	SKOGSBERGIA LERNERI	0.0407661303277
708338	species	EUPODIDAE SP. AMUENV025	0.0407194445881
299889	species	CHOANOCYSTIS SP. OXFORD	0.0405234683124
252969	species	SPIROCHAETA SP. B	0.0405121185655
871575	no rank	OGATAEA PARAPOLYMORPHA DL 1	0.0404814948403333
461281	genus	OGATAEA	0.0404814948403333
1005962	species	OGATAEA PARAPOLYMORPHA	0.0404814948403333
1434108	no rank	METHANOSARCINA BARKERI MS	0.0404467336582
570662	species	STENOTROPHOMONAS SP. GGC D7A	0.0404180027932
512242	species	PELTIDIUM SP. NEW CALEDONIA RJH 2007	0.0403707741739
271333	species	CANDIDA SP. BG02 7 18 002A 4 3	0.0402694927332
5302	no rank	AGARICOMYCOTINA	0.0402622871603
8043	order	GADIFORMES	0.0399833439729
94938	genus	ZENOPSIS	0.03997312573665
94939	species	ZENOPSIS NEBULOSUS	0.03997312573665
426664	species	THALASSIONEMA BACILLARE	0.0399530908979
513519	species	ACIDIANUS SP. BT	0.0398759482048
165436	species	UNCULTURED FLAVOBACTERIACEAE BACTERIUM	0.0398562660705
642546	species	CARNEGIELLA STRIGATA	0.0398339064696667
42632	genus	CARNEGIELLA	0.0398339064696667
30720	family	GASTEROPELECIDAE	0.0398339064696667
161227	species	EUGLENA TRISTELLA	0.0397414557628
563750	species	CERCOZOA SP. WA81P124AT18LS	0.0397337467026
474205	species	HYADESIA CURASSAVIENSIS	0.0397065577485
521466	species	BACILLUS SP. CCBAU 10778	0.0396783041381
636	species	EDWARDSIELLA TARDA	0.0395861054242
161379	species	GLOMUS SP. W3347	0.039566757306
190397	species	TRICHODORUS SPARSUS	0.0394733992242
520148	species	ALKALIPHILIC BACTERIUM CELLO	0.0394391257286
209458	species	BACILLUS ARBUTINIVORANS	0.0394227322314
587586	species	BACILLUS SP. DHVB1	0.0393582395344
182090	species	EUTINTINNUS PECTINIS	0.0392367478183
42698	species	SCENEDESMUS PUPUKENSIS	0.0391323888996
392412	species	NUBSELLA ZEAXANTHINIFACIENS	0.0391084059517
351022	species	DEINOCOCCUS SP. X2	0.039094522842
502394	species	DEINOCOCCUS GOBIENSIS	0.0390674536678
40982	species	DESULFUROMONAS PALMITATIS	0.0390347248532
29648	species	SYRINGODIUM FILIFORME	0.0389386704273
322493	species	TUBULIFERA SP. B1808	0.0387777978486
589350	order	CRYPTOMONADALES	0.0386994814145
354200	species	PLATYAMOEBA CONTORTA	0.0386143013966
708384	species	DACTYLOTHROMBIUM PULCHERRIMUM	0.038474972534
710656	species	PASCHERINA TETRAS	0.0383976563475
89381	species	PARAROTALIA NIPPONICA	0.0383724254222
996605	species	PHARYNGIA FURVA	0.0383621176441
186285	no rank	DROSOPHILITI	0.0383361378087143
46879	subtribe	DROSOPHILINA	0.0383361378087143
188967	species	METOPION FLUENS	0.03802097250188
5728	species	PENTATRICHOMONAS HOMINIS	0.037991668515
106649	species	ACINETOBACTER GUILLOUIAE	0.0379520480468
68415	species	MOSCHUS MOSCHIFERUS	0.037818430872
30533	family	MOSCHIDAE	0.037818430872
68410	genus	MOSCHUS	0.037818430872
512222	species	DIOSACCUS SP. NEW CALEDONIA RJH 2007	0.0375567513546
96651	species	TERATORHABDITIS SYNPAPILLATA	0.0375367018027
174390	species	UNCULTURED SPIROCHAETA SP.	0.0375265751214
334013	species	INMALTHODES SP. UPOL 000M27	0.037492413145
8941	family	CUCULIDAE	0.0374801389544433
8944	genus	EUDYNAMYS	0.0374801389544433
497866	species	EUDYNAMYS TAITENSIS	0.0374801389544433
147545	class	EUROTIOMYCETES	0.03743632135884
554155	no rank	ARTHRODERMA OTAE CBS 113480	0.03743632135884
63405	species	ARTHRODERMA OTAE	0.03743632135884
33183	order	ONYGENALES	0.03743632135884
34392	genus	MICROSPORUM	0.03743632135884
451871	subclass	EUROTIOMYCETIDAE	0.03743632135884
34384	family	ARTHRODERMATACEAE	0.03743632135884
445241	species	BLEPHARISMA STEINI	0.0374168032402
173118	species	PACHYELLA BABINGTONII	0.0373848787514
116561	infraorder	ANOMOPODA	0.0373772702533556
6658	class	BRANCHIOPODA	0.0373772702533556
84337	order	DIPLOSTRACA	0.0373772702533556
6668	genus	DAPHNIA	0.0373772702533556
116557	subclass	PHYLLOPODA	0.0373772702533556
6657	subphylum	CRUSTACEA	0.0373772702533556
77658	family	DAPHNIIDAE	0.0373772702533556
6665	suborder	CLADOCERA	0.0373772702533556
254406	species	THALASSOBIUS AESTUARII	0.0373366142496
512240	species	PARASTENHELIA SP. NEW CALEDONIA RJH 2007	0.0373247708367
485332	species	COLPODIDIIDAE SP. HWB 2007	0.0372157987182
75697	species	CASTELLANIELLA DEFRAGRANS	0.0369217871605
279473	species	MUCROBEROTHA VESICARIA	0.0368795583417
