#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
356662	species	LEEIA ORYZAE	0.364212258203
283979	no rank	CRYPTOCOELIIDAE	0.363636363636412
119428	order	DICTYOCERATIDA	0.363636363636412
269035	genus	VACELETIA	0.363636363636412
479641	species	VACELETIA SP. GW948	0.363636363636412
1779147	Unknown	Unknown	0.363636363636412
417176	species	COEMANSIA ACICULIFERA	0.3634665281497
130315	species	EUGLENA SANGUINEA	0.36344121154
402583	species	OBLEA SP. ACANTHOCYSTA	0.3632321954504
109046	species	METHANOSARCINA BALTICA	0.3631992279089
43945	species	MAGNETIC COCCUS MP17	0.3631711644328
77091	species	POROTERMES SYMBIONT 77091	0.362856973395
9126	order	PASSERIFORMES	0.36250904811295
34012	species	AZOSPIRILLUM SP.	0.3624181746661
674966	species	AMPHISCOLOPS SP. AW 2009	0.361768533795
93178	species	UNCULTURED ARCHAEON CRA8 11CM	0.361492796218
382704	species	SYNURA SP. HCB 2005	0.361475143309
117751	species	UNCULTURED BACTERIUM #0319 7E19	0.36129109177
157009	species	ZONARIA CRENATA	0.360957065364
479135	species	CEPHALOBOIDES CF. ARMATA SB363	0.360475809479
908625	species	SPHAEROSPORA TESTICULARIS	0.3600763325611
157012	species	ZONARIA DIESINGIANA	0.360070617931
485330	species	COLPODIDIUM CAUDATUM	0.360054592091
330023	species	BACTERIUM IC1251	0.359981795265
114850	species	BREVIBUCCA SP. SB261	0.3582297922914
512400	species	HEPATOCYSTIS SP. MFRC11	0.3577290296972
472362	species	TRACHELOMONAS SP. T101	0.3576411441064
167967	species	UNCULTURED MYCOPLASMA SP.	0.3573923618371
36333	species	NAEGLERIA CLARKI	0.3572188151729
90916	species	SYMSAGITTIFERA PSAMMOPHILA	0.357068686568
200782	species	AURANTIACTINOMYXON SP. CN 2002	0.3566539115019
297386	species	LOBOSEA SP. BOROK	0.356452986591
121494	species	OSCARELLA LOBULARIS	0.355818491826
191764	species	BABESIA SP. XINJIANG 1648	0.355251325532
309137	species	LULWORTHIA CRASSA	0.355186783505
39383	species	TEMNOCEPHALA SP.	0.3536213226273
240361	species	THECADINIUM DRAGESCOI	0.353066001129
44074	species	GEOTRICHUM FRAGRANS	0.352361177241
297798	species	ETHMALOSA FIMBRIATA	0.352337167175
297797	genus	ETHMALOSA	0.352337167175
6421	species	HIRUDO MEDICINALIS	0.352190857942
697302	species	PAMPUS SP. LY 2009	0.351893940647
94243	family	STROMATEIDAE	0.351893940647
163125	genus	PAMPUS	0.351893940647
66772	species	RUGOGASTER HYDROLAGI	0.351854471784
81494	species	MYXOBOLUS DJRAGINI	0.3518428387245
81492	species	MYXOBOLUS ARCTICUS	0.3518348257875
107241	species	BERYX DECADACTYLUS	0.3512674489953
431358	species	FRUSTULIA VULGARIS	0.35046244817
182571	species	COBANOCYTHERE JAPONICA	0.350427446303
427742	species	VASTICARDIUM BURCHARDI	0.350401559058
102164	species	SIROGONIUM STICTICUM	0.350361847861
576860	species	CONIOCHAETALES SP. GMG_C4	0.349751794748
698985	species	CANDIDA SPENCERI	0.3495246918357
77044	species	ROSELLINIA NECATRIX	0.3492904047142
174434	species	PSOROTICHIA POLYSPORA	0.349057152054
45157	species	CYANIDIOSCHYZON MEROLAE	0.3481502147
457002	species	UNCULTURED SPIROCHAETALES BACTERIUM	0.347951555504
158757	species	UNCULTURED FLEXIBACTER SP.	0.3478678112034
8955	subfamily	ACCIPITRINAE	0.3476963045056
439895	species	BLASTOCYSTIS SP. GERA3A	0.346905376095
204812	species	UNCULTURED RHIZOSPHERE CERCOZOAN	0.3467520829519
117008	species	CRYPTOSPORIDIUM ANDERSONI	0.3465799764077
192014	species	LYONSIA FLORIDANA	0.34634634534
36002	species	NOTOTHIXOS SUBAUREUS	0.346018568397
45653	species	GIRAUDYOPSIS STELLIFERA	0.3456406896893
431326	species	AMPHORA SP. AT 221.04	0.345431899384
397406	species	STROMBOSIOPSIS TETRANDRA	0.345157584492
364908	species	ORTHOLINEA SP. AL 2006	0.3450421486415
335913	species	ACARTIA PACIFICA	0.344720416296
101121	species	THERMOMUCOR INDICAE SEUDATICAE	0.344582387289
309134	species	LINDRA OBTUSA	0.344485473842
115872	species	CERATOZAMIA MIQUELIANA	0.344315467496
709524	species	PERIPATOIDES SP. NZAC03005940	0.34393981555
561473	species	LUNULICARDIA HEMICARDIUM	0.34367032014
69975	species	SPOROBOLOMYCES COPROSMICOLA	0.34269170409
981110	species	ALITTA SUCCINEA	0.342528104052
497731	species	AMPHILEPTUS AESCHTAE	0.342042515057
466138	species	DIAPORTHALES SP. JS 2007A	0.341832406351
157781	species	CARYBDEA MARSUPIALIS	0.34177445713
402588	species	UNCULTURED KORDIIMONAS SP.	0.34176202876
100234	species	UNCULTURED VERRUCOMICROBIALES BACTERIUM	0.341682440958
312471	species	NEOBODO DESIGNIS	0.3414720138598
682391	species	SPHAERODES SP. SMCD2220	0.341454532989
370289	species	ZYGOPOLARIS EPHEMERIDARUM	0.341409600643
174426	species	PAULIA CAESPITOSA	0.341309227174
60586	species	NEOTERMES KOSHUNENSIS	0.341090807034
154814	genus	ERIMYZON	0.34084383775585
154815	species	ERIMYZON OBLONGUS	0.34084383775585
77086	species	CRYPTOTERMES BREVIS SYMBIONT 77086	0.3402042414407
588879	species	UNCULTURED MARINE CHRYSOPHYTE	0.3401513550451
198639	species	ICHTHYOPHONIDA GEN. SP. LKM51	0.3399819278609
119757	no rank	SPONGOSPORA SUBTERRANEA F. SP. NASTURTII	0.3399177551458
661999	species	MITROCOMELLA NIWAI	0.33986946574
158480	species	ODONTOPHRYNUS AMERICANUS	0.33975761456
690712	species	AMOEBOZOA SP. 4168	0.33975292219
453213	species	DESULFOTIGNUM SP. DSM 7120	0.339586656564
31264	species	DENDROCOELOPSIS LACTEA	0.339565061263
139273	species	ELPHIDIUM WILLIAMSONI	0.3392764867762
37356	species	TROCHAMMINA SP.	0.339197429293
650275	species	GREGARINA BLATTARUM	0.338796630154
297373	species	COELOGYNOPORA AXI	0.338672651672
466685	species	DODDSIA OCCIDENTALIS	0.3385103049453
50381	species	TRICHAPTUM BIFORME	0.338503751853
698984	species	CANDIDA POTACHAROENIAE	0.3384512756718
349560	species	CIBICIDES PACHYDERMA	0.338259590331
188024	species	APHANOSTOMA BRUSCAI	0.3379752918973
512257	species	ZAUS CAERULEUS	0.337957841558
561876	species	FOAINA NANA	0.3376997682055
256058	species	TONICELLA LINEATA	0.337633386497
294	species	PSEUDOMONAS FLUORESCENS	0.33762994629595
92072	species	JOHNSTONIANA ERRANS	0.337509834752
5281	species	TILLETIARIA ANOMALA	0.337304258837
37657	species	SILENE LATIFOLIA	0.336812057786
459222	species	PHACUS SEGRETII	0.3366801306086
36984	species	CRYPTOCERCUS PUNCTULATUS	0.3363462727146
388032	species	LASIOSPHAERIACEAE SP. ILLS 57506	0.3362874311192
340952	species	HALOFERAX BERBERENSIS	0.33609917588
213793	species	BAUJARDIA MIRABILIS	0.335897711518
390255	species	PSEUDOTRICHONYMPHA SP. BR02HTL P1	0.3357964625461
1924738	Unknown	Unknown	0.335531447556333
248907	species	ZOBELLIA RUSSELLII	0.335205505812
459097	species	GEOMONHYSTERA VILLOSA	0.334837007685
647168	species	STENONCHULUS TROGLODYTES	0.3347059810972
390260	species	PSEUDOTRICHONYMPHA SP. BR76RHH P2	0.3346286982642
390263	species	PSEUDOTRICHONYMPHA SP. MY26PA P2	0.3346206068592
88430	species	LACTOBACILLUS SP. LM 17	0.334339944498
35146	species	PYROPIA LEUCOSTICTA	0.33346677055979
541003	species	UNCULTURED RUMINOCOCCACEAE BACTERIUM	0.333104848655
77745	species	CHYDORUS SPHAERICUS	0.333095888808
759962	species	STRAMENOPILE SP. MESS12	0.332916036065
121243	species	EUKARYOTE CLONE OLI11038	0.332152614159
104533	species	SCHIZOMERIS LEIBLEINII	0.332058977774
262226	species	MINCHINIA TAPETIS	0.3320011188662
68807	species	PSEUDOCOLUS FUSIFORMIS	0.331876572725
261826	species	GONYAULAX VERIOR	0.331210883759
317552	species	NEOECHINORHYNCHUS SAGINATA	0.331207647329
82161	species	STICHOGLOEA DOEDERLEINII	0.3309176704499
222003	species	LEPIDONOTUS SQUAMATUS	0.3304392622733
90728	species	DESULFOBACTERIUM ANILINI	0.330170688756
417178	species	COEMANSIA SPIRALIS	0.329926079293
101563	species	LICHTHEIMIA BLAKESLEEANA	0.329724617095
2950	species	SYMBIODINIUM SP.	0.329529654936
225503	species	CHLAMYDOMONADACEAE SP. NDEM9/21T 16W	0.329514130562
213154	species	PADINA JAPONICA	0.329467784138
575194	species	HALOARCULA TRADENSIS	0.3291251690662
145395	species	OKAMEJEI SCHMIDTI	0.32893474839
66845	species	EUGLENA DESES	0.328928346431
196594	species	LEIDYANA ERRATICA	0.3285053546204
765890	species	UNCULTURED ARCELLINIDA	0.32840095951
109801	species	PARVICAPSULA MINIBICORNIS	0.328287186532
46012	species	RADOPHOLUS SIMILIS	0.3279207043204
27571	species	EUPERIPATOIDES LEUCKARTII	0.32776318711
30521	species	BOS GRUNNIENS	0.3273305451859
209934	species	HOWARDULA DOMINICKI	0.327297597427
366396	species	PARASAGITTA MEGALOPHTHALMA	0.327291877112
555201	species	MESSICOBOLUS HOPLOMERUS	0.3271264007542
84346	species	SPELEONECTES TULUMENSIS	0.32696432730333
555198	species	FLORIDOBOLUS PENNERI	0.3268514549049
39360	species	PTERASTERICOLA AUSTRALIS	0.326671216412
404732	species	HETEROCAPSACEAE ENVIRONMENTAL SAMPLE	0.326436271716
1157685	species	RHIZOBIUM SP. JGI 0001005 H05	0.326407914745
108250	species	HAPLOBOTHRIUM GLOBULIFORME	0.326303280825
229769	species	ACHIPTERIA COLEOPTRATA	0.326095287203
29547	class	EPSILONPROTEOBACTERIA	0.325965668793
406661	species	LATIBLATTELLA SP. 3 DJGI 2006	0.324865199682
315793	species	UNCULTURED DICTYOCHOPHYTE	0.324587040246
157010	species	PADINA TENUIS	0.324432534436
37399	species	METZGERIA FURCATA	0.3243503983676
433563	species	FALSOMALTHINUS MALAYENSIS	0.324214528572
660259	species	PSEUDOMONAS SP. BJ 27	0.3239739904382
402989	species	ANTRODIAETUS PACIFICUS	0.323549213065
160652	species	BRACHIONUS PATULUS	0.322835025602
412838	species	OCEANAPIA SP. NIWAKD586	0.322831689538
389961	species	PROEMOTOBOTHRIUM SP. PDO 2006	0.322700941087
412625	species	COELOPHRYS BREVICAUDATA	0.3224815732648
215327	family	OGCOCEPHALIDAE	0.3224815732648
181413	suborder	OGCOCEPHALIOIDEI	0.3224815732648
412624	genus	COELOPHRYS	0.3224815732648
349639	genus	PARAPRISTIPOMA	0.322417360626485
360507	species	PARAPRISTIPOMA TRILINEATUM	0.322417360626485
5786	species	DICTYOSTELIUM PURPUREUM	0.3223323823116
404754	species	SMINTHURIDAE ENVIRONMENTAL SAMPLE	0.3222421357037
5743	species	GIARDIA ARDEAE	0.3221469040847
433571	species	MALTYPUS SP. NT 2003	0.322109618007
634260	species	RHIZOBIUM SP. R21	0.322107692244
633166	species	TULAMOEBA PERONAPHORA	0.3220268179382
215825	species	SULFITOBACTER SP. BIO 11	0.321991185148
158379	species	ASCOGREGARINA TAIWANENSIS	0.3219265852684
178835	species	BAIRDIOCOPINA SP. NEW ZEALAND	0.3218458225701
290599	species	UNCULTURED ALICYCLOBACILLUS SP.	0.321690405041
228502	species	CUSPIDARIA TENELLA	0.3216837108362
1236	class	GAMMAPROTEOBACTERIA	0.3216149021163
5303	order	POLYPORALES	0.321234268538283
355688	no rank	AGARICOMYCETES INCERTAE SEDIS	0.321234268538283
330543	species	ZONOPHRYXUS QUINQUEDENS	0.321187888636
704082	species	PARAPERIGLISCHRUS SP. APGD 2010	0.321109390986
224616	species	ANTRODIAETUS UNICOLOR	0.320841206872
248119	species	MYXOBOLUS CULTUS	0.320576666797
213663	species	UNCULTURED DEFERRIBACTERES BACTERIUM	0.3205173393384
29201	species	CHLORARACHNION SP. CCMP242	0.3204765101296
93116	species	LECANIA CYRTELLA	0.320383255859
473141	species	EPEIROTYPUS BREVIPES	0.319576102925
380132	species	PROTOPERIDINIUM PENTAGONUM	0.3195486745046
133383	species	SMITTIUM MUCRONATUM	0.3192916728963
60537	species	NEOECHINORHYNCHUS CRASSUS	0.3190703981605
104736	species	CERATONEREIS LONGICERATOPHORA	0.31903721561
873545	species	NEPHROMYCES SP. MO 6C MBS2010	0.318904785309
7712	subphylum	TUNICATA	0.318843352400809
103347	species	ACROSPHAERA SP. CR6A	0.318743223416
400682	species	AMPHIMEDON QUEENSLANDICA	0.318311649857901
1052580	species	PHIALOCEPHALA URCEOLATA	0.317982033513
344917	species	MONOMORPHINA INCONSPICUUS	0.3178060801467
409332	species	SPHINGOBACTERIUM SP. CXH 3	0.317434696409
216968	species	CHIMAEROHEMECUS TRONDHEIMENSIS	0.317393526573
216454	species	HEXACTINOMYXON SP. 1 SH 2002	0.3168859251681
370277	species	PLECOPTEROMYCES PATAGONIENSIS	0.316813437819
706133	species	TRYPANOSOMATIDAE SP. CH5	0.3166420990484
102172	species	WEISERIA PALUSTRIS	0.3163165428218
42746	species	PROTEROMONAS LACERTAE	0.3162875514546
358574	species	UNCULTURED MICROORGANISM	0.316150661187
7385	species	NEOBELLIERIA BULLATA	0.316089159676
307612	species	PHERUSA PLUMOSA	0.316057844157
575971	species	AMBLYOMMA PSEUDOPARVUM	0.3158396652024
181045	species	CONIDIOBOLUS PUMILUS	0.315665544432
308547	species	LINTA BE	0.315517235032
35170	species	CORALLINA OFFICINALIS	0.314996200346
33865	species	METHANOPLANUS ENDOSYMBIOSUS	0.314980346482
98800	no rank	BUCHNERA APHIDICOLA ERIOSOMA LANUGINOSUM	0.314696126186
56415	species	CANDIDA STELLIMALICOLA	0.314580500526
423275	species	NOTOTHRIX HALSEI	0.314517023943
312233	species	EXIGUOBACTERIUM SP. M1 5 3	0.31441882915
77034	species	PHAEOTHAMNION CONFERVICOLA	0.3141484792822
4179	species	CONOPHOLIS AMERICANA	0.314126826932
83428	species	UNCULTURED BACILLUS SP.	0.3138241800568
108620	species	BESCHERELLIA BREVIFOLIA	0.313752593067
155889	species	CANDIDA SUZUKII	0.313691867117
338341	species	PYROPIA PENDULA	0.313649785394
297939	species	ASIOPSOCUS SP. KY 2004	0.313642543148
575970	species	AMBLYOMMA BOEROI	0.313551310698
560209	species	ANOMYCTUS XENURUS	0.3133684516698
941407	species	UNCULTURED VOLVOCACEAE	0.313323348061
177615	species	LABEO CALBASU	0.313079824163
329111	species	COQUILLETTIDIA PERTURBANS	0.3126352972293
74790	species	PARAMECIUM BURSARIA	0.31237621292
96980	species	UNCULTURED HYDROCARBON SEEP BACTERIUM GCA018	0.3123292536824
5693	species	TRYPANOSOMA CRUZI	0.312328199594
251249	species	MESOBDELLA GEMMATA	0.312114840552
59505	species	ACTINOBACULUM SCHAALII	0.3121080920393
873538	species	NEPHROMYCES SP. MC2 2N MBS2010	0.311851343747
39669	species	METHANOSALSUM ZHILINAE	0.311734589607
527692	species	HUBRECHTELLA KIMURAORUM	0.311576578408
419779	species	ETHEIROPHORA UNIJUBATA	0.3114395239672
182354	species	MYXOBOLUS SP. KAB 2001B	0.311270836937
538934	varietas	FRAGILARIA ZEILLERI VAR. ELLIPTICA	0.311022185962
442657	species	HOFSTENIA SP. AW 2007A	0.3110106526526
7147	order	DIPTERA	0.310999039708328
179793	species	CHROOMONAS SP. M1318	0.31080437199
90250	species	CONIDIOBOLUS LAMPRAUGES	0.3105289083497
376791	species	KAROTOMORPHA SP. RAPI1	0.3100316369065
113230	species	NATRONOANAEROBIUM AGGERBACTERIUM	0.310017895688
459218	species	EUGLENA SOCIABILIS	0.3100064366404
338334	species	PORPHYRA SP. BPL1406	0.309235236824
417184	species	MYCOEMILIA SCOPARIA	0.309211564968
433943	species	PORPHYRA SP. SHIMONOSEKI	0.309157876226
758469	species	BLASTOCYSTIS SP. JEB 2010	0.3090154286065
641309	species	LOTHARELLA SP. CCMP622	0.30872919152965
62338	species	BLYXA JAPONICA	0.30871556452
362237	species	BANGIA MAXIMA	0.308654673957
283585	species	ACICULITES SP. UCMPWC920	0.30848864885
83998	species	BARBRONIA WEBERI	0.308423160681
120991	species	GNATHOSTOMULA SP. AMNH1	0.3079775682302
361196	species	CERATOMYXA ANKO	0.3076049634632
332299	species	CHALLENGERON DIODON	0.307522232613
406681	species	PSEUDOMOPS SP. 1 DJGI 2006	0.3067808662129
123370	no rank	HOLACANTHOPTERYGII	0.3063420339825
94698	subspecies	MONOCLEA GOTTSCHEI SUBSP. ELONGATA	0.306081144579
457850	species	ANAPELLA CYCLADEA	0.3060626029
324679	species	SPIROCHAETA DISSIPATITROPHA	0.30606095825
375535	species	PLATYBDELLA ANARRHICHAE	0.305867627305
192930	species	SMITTOIDEA SPINIGERA	0.305745704288
281612	species	PROTOPERIDINIUM LEONIS	0.305733106512
412840	species	PETROSIA SP. NIWAKD1020	0.3056030166033
2926	species	ALEXANDRIUM TAMARENSE	0.305400375786
1162085	species	ARCHAEPERIDINIUM MINUTUM	0.304958010264
56994	species	ARAUCARIA CUNNINGHAMII	0.30443579291812
44056	species	AUREOCOCCUS ANOPHAGEFFERENS	0.3041860057725
472235	species	CAULOPHACUS ARCTICUS	0.304045161707
479185	species	SCALPELLUM SCALPELLUM	0.303736860464
375750	species	SYNERGISTES SP. RMA 14551	0.3036215880781
9363	family	ERINACEIDAE	0.303493682715115
30577	subfamily	ERINACEINAE	0.303493682715115
260068	species	SPHINGOMONAS SP. PLS5	0.303489469916
202604	species	MOORELLA MULDERI	0.302810107603
437	species	ACIDOMONAS METHANOLICA	0.3026406764331
1349409	species	PANDORAVIRUS DULCIS	0.3026397161062
33030	species	PEPTONIPHILUS INDOLICUS	0.3025677576742
100131	species	EUPLOTIDIUM ARENARIUM	0.302510197813
57450	species	BOTHROMESOSTOMA SP.	0.3024787000673
358884	species	CUBACUBANA RAMOSI	0.302306235108
360547	species	SIPUNCULUS PHALLOIDES	0.302270835281
252963	species	PLAKORTIS SIMPLEX	0.302204259503
467021	species	PARAISOTRICHA COLPOIDEA	0.302186308607
130316	species	PHACUS ACUMINATUS	0.3020270037313
703486	species	FALCIFORMISPORA LIGNATILIS	0.301978433841
81818	species	MONORAPHIDIUM DYBOWSKII	0.301327245855
682562	species	DESULFURISPIRA NATRONOPHILA	0.301289667516
55999	species	STIGEOCLONIUM HELVETICUM	0.300900256085325
96662	species	RHABDITOIDES REGINA	0.3008744149419
388225	species	DIPLOPSALIS LEBOURAE	0.3004521585225
215773	species	UNCULTURED METHANOHALOPHILUS SP.	0.299946982455
31287	species	DICTYOSTELIUM MUCOROIDES	0.299873578867
103896	species	SCLERAULOPHORUS CEPHALATUS	0.2998233420605
576219	species	LEPTOCHELA CARINATA	0.2995369234656
9895	family	BOVIDAE	0.299317509261267
109948	species	MONOBLEPHARELLA SP. BK74 9	0.2986362127912
650293	species	PROTOMAGALHAENSIA GRANULOSAE	0.2985421081324
60809	species	SCARITES SUBTERRANEUS	0.298037066715
475772	species	UNCULTURED MARINE FUNGUS	0.2980019817301
4890	phylum	ASCOMYCOTA	0.297972942426559
380599	species	ASCOGREGARINA ARMIGEREI	0.297076976337
404942	species	ZOOTHAMNIUM NIVEUM	0.297004096872
356926	species	PSEUDOCHITINOPOMA OCCIDENTALIS	0.296845424425
526343	species	BLASTOCYSTIS SP. M5	0.296748654345
51921	species	CANDIDA NANASPORA	0.2965951287617
292451	species	UNCULTURED CANDIDATE DIVISION JS1 BACTERIUM	0.2964570789116
7159	species	AEDES AEGYPTI	0.296413249164475
96660	species	POIKILOLAIMUS REGENFUSSI	0.296205472952
552376	species	PSEUDOMONAS SP. IGCAR 14/08	0.295546947371
672929	species	GREGARINIDAE SP. FROM PHYLLOCHAETOPTERUS PROLIFICA SR 2009A	0.295481293495
29382	species	STAPHYLOCOCCUS COHNII	0.29535710665
1109118	species	MERIDERMA AGGREGATUM	0.295210388632
391285	species	SPATHULA ALBA	0.294991332593
385430	species	TRYPANOSOMA SP. KG1	0.294867513411
64526	species	UMBELOPSIS NANA	0.2941843975244
589304	species	UNCULTURED MARINE DINOFLAGELLATE	0.2940245496878
706128	species	TRYPANOSOMATIDAE SP. CH14	0.293796337901
215447	species	PROTOTHECA ULMEA	0.293428357848
170815	species	CENTROSCYMNUS OWSTONI	0.29334551641
172826	species	AMASTIGOMONAS SP.	0.29318757099
933006	species	NESIONETA ELLIPSOIDALIS	0.2930314752068
473560	species	LECITHODENDRIIDAE SP. PAFLUKEA	0.2930088785609
239207	species	DIPLOMITOPORUS OVERHOLTSII	0.292973692824
37710	species	LEPAS ANATIFERA	0.292898287265
748610	species	DOTHIDEOMYCETES SP. TRN 80	0.292882519453
558710	species	THRAUSTOCHYTRIIDAE SP. AS4 A1	0.2927692749729
445246	species	PINNULARIA APPENDICULATA	0.292533535713
213601	species	GURANIA MAKOYANA	0.2922982456144
111765	species	UNIDENTIFIED PRYMNESIOPHYTE CLONE OLI51102	0.2917691814219
328198	species	DAVALLIA FEJEENSIS	0.29147080168
29199	species	CHLORARACHNION REPTANS	0.29127399079
28791	species	CYPRINELLA LUTRENSIS	0.291187943599
408874	species	ACANTHAMOEBA SP. EI1	0.291171017372
290126	species	APHELENCHUS SP. JH 2004	0.290851064902
115786	species	CANDIDA ORBA	0.2907858466239
90962	species	CRYPTOSPORIDIUM SP.	0.2906418628429
93970	species	CRYPTOSPORIDIUM SP. CSP06	0.290090246135
184914	species	CORALLOCOCCUS CORALLOIDES	0.289705237915
373120	species	VIRIDIPLANTAE ENVIRONMENTAL SAMPLE	0.289691848223
189433	species	PENICILLUS NODULOSUS	0.289687073975
83433	species	ACAULOSPORA LONGULA	0.289664786969
510024	species	ACERENTOMON FRANZI	0.289459606891
44441	species	STRONGYLOIDES FUELLEBORNI	0.289385888646
543525	species	THELOHANELLUS ZAHRAHAE	0.289327885642
4577	species	ZEA MAYS	0.289048067032
432810	species	SALPHINGINAE SP. UPOL ZL0170	0.28827337415
309647	species	PROSOPISTOMA WOUTERAE	0.288202223688
73501	species	CORDYCEPS MILITARIS	0.288073693719
453590	species	UNCULTURED RICKETTSIELLA SP.	0.288045633945
55453	species	EGERIA DENSA	0.287858122086
9119	family	RALLIDAE	0.2874794137197
186749	tribe	THUNNINI	0.287121326726
311570	species	OPERCULINELLA CUMINGII	0.28682822959
534689	species	SYNSPHYRONUS APIMELUS	0.286762080857
569445	species	IHLEA RACOVITZAI	0.286695831292
555211	species	WALESBOLUS LOBATUS	0.286664365387
301593	species	BACTERIUM CCSD_DF2030_TE37_ISOLATE_1	0.2864275112247
326355	species	KINGELLA GENOMOSP. P1 ORAL CONE MB2_C20	0.286303692805
509584	species	BACTERIOVORAX SP. W8 4	0.286234919881
560987	species	HAPLOPOMA GRANIFERUM	0.28622882161179
457368	species	PSEUDOPEDINELLA SP. FU44 42M	0.28622202574
400358	species	GREGORELLA HUMIDA	0.286068766814
49324	species	CANDIDA DENDRICA	0.286011960151
288518	species	MESORHABDITIS SP. JH 2004	0.286007867343
376171	species	HALOPLANUS NATANS	0.2858732378694
2263	genus	THERMOCOCCUS	0.285711678879
153314	species	PYROCOCCUS SP. MZ4	0.28557073761305
655464	species	HALOTERRIGENA SP. EZB3	0.2853868757694
330214	species	CANDIDATUS NITROSPIRA DEFLUVII	0.285289139169
333900	species	LAMPYRINAE SP. UPOL 000M19	0.285184447451
134702	species	UNCULTURED BACTERIUM DA116	0.284827415259
366609	species	STYPTOSPHAERA SP. 2013	0.28447167980699
165479	species	ONYCHIURUS YODAI	0.2842480612109
357661	species	HALOMONAS SP. B 2021	0.284112301057
118987	species	WOLBACHIA ENDOSYMBIONT OF DIROFILARIA REPENS	0.2840930482414
873544	species	NEPHROMYCES SP. MO 5H MBS2010	0.284018540453
399	species	RHIZOBIUM GALEGAE	0.2839769166927
142832	species	POLYSPHONDYLIUM CANDIDUM	0.283926952641
715967	species	CERATOCEPHALE ABYSSORUM	0.283873341971
311574	species	PLANOSTEGINA LONGISEPTA	0.28387009212
551845	species	HAMAKKO CAUDATUS	0.283732220586
53644	species	STARMERA CARIBAEA	0.283618576383
170410	species	HALIMEDA CUNEATA	0.283522808478
633911	species	CERATOMYXA ATKINSONI	0.283482599256
576664	species	NEOCALLICHIRUS CALMANI	0.283147979973
459102	species	PROCHROMADORA SP. PROCSP1	0.283057528124
40815	species	LYCHNOTHAMNUS BARBATUS	0.2824755384
187305	species	HALOBACTERIACEAE GEN. SP. H1	0.2823219181401
356931	species	CIRCEIS ARMORICANA	0.282319002984
132421	species	ARTHURDENDYUS TRIANGULATUS	0.282262567641
183756	species	UNCULTURED METHANOSAETA SP.	0.282210431771
389321	species	DISSONUS MANTERI	0.2820802745569
360559	species	ARTHROBACTER SP. SWM_ISOLATION_1	0.281905349403
48717	species	TETRODONTOPHORA BIELANENSIS	0.2818759030383
237524	species	CLOSTRIDIUM SP. B906 1	0.281699572124
79743	species	NEWZEALANDIA SP.	0.281656518156
389318	species	KROYERIA SP. RJH 2006	0.2815988535232
500022	species	CANDIDATUS FLAVILUNA LACUS	0.28150776414
933049	species	COLLINSIA PLUMOSA	0.28136389304
140274	species	UNCULTURED ARCHAEON SAGMA 3	0.2812688922925
128067	species	LAEVIPENEROPLIS SP. 2264	0.281233081886
431895	no rank	MONOSIGA BREVICOLLIS MX1	0.2811126912512
81525	genus	MONOSIGA	0.2811126912512
271297	species	CANDIDA SP. BG02 7 14 001A 2 2	0.2808270984
90405	species	SIPHULA POLYSCHIDES	0.28067944011
90255	species	COKEROMYCES RECURVATUS	0.280455459972
389189	species	TITANODERMA PROTOTYPUM	0.280408600101
459341	species	PERIDINIOPSIS CF. KEVEI	0.280202665524
331467	species	CAPNOBOTRYELLA SP. MA 4615	0.279817906273
339676	species	CLOSTRIDIUM METALLOLEVANS	0.2796057882485
406317	species	HIRSCHMANNIELLA SANTAROSAE	0.279470139135
120749	species	OOCYSTIS SOLITARIA	0.279440912985
215586	species	HELICOPEDINELLA TRICOSTATA	0.279420698533
105768	species	RHODOTORULA ACHENIORUM	0.279406489612
370268	species	HARPELLOMYCES SP. PA 3 1D	0.279255443718
366402	species	KROHNITTA PACIFICA	0.279245490981
438512	species	HYMENOSOMA GEOMETRICUM	0.279096299431
289085	species	FERGUSOBIA SP. 281	0.279021804659
37303	species	CHARA HISPIDA	0.279017279828
67636	species	MNIODENDRON DENDROIDES	0.279004331649
103804	species	GYRODACTYLOIDES BYCHOWSKII	0.2787047905348
331383	species	HETEROSACCUS LUNATUS	0.27860009682613
4887	species	GENISTELLOIDES HIBERNUS	0.278595315233
335445	species	UNCULTURED BOLETACEAE	0.27837040384178
315742	species	UNCULTURED PLAGIOPYLID CILIATE	0.278173565175
216934	species	SPIROPLASMA CORRUSCAE	0.278171710065
315790	species	UNCULTURED TRICHOMONAD PARABASALID	0.278069621434
758569	species	DIDINIUM SP. KFS B	0.27795017269
428597	species	LAMELLODISCUS JAPONICUS	0.277923025342
308585	species	PLUMULARIA MARGARETTA	0.277910644946
86013	species	LEUCOSOLENIA SP.	0.27789620744
104916	species	CAENOPLANA SP. ARMIDALE	0.2778822608
82867	species	PSEUDOCEROS TRITRIATUS	0.277868574917
267820	species	MONAS SP. TON O	0.277794394797
107062	species	UNCULTURED RUMEN BACTERIUM 4C0D 7	0.277779717775
983301	species	CERCOZOA SP. B140	0.277422304053
31250	species	NOTOPLANA KOREANA	0.277395272618
132247	species	TROCHISCIA HYSTRIX	0.277208835618
1028641	species	MOPSECHINISCUS GRANULOSUS	0.276911829995
426306	species	ORPHELLA CATALAUNICA	0.276840802215
745358	species	CANDIDA STIGMATIS	0.27655513501
238028	species	EUASTACUS MAIDAE	0.276454271276
